**Sh#** | **Sh** | **Time** | **In** | **Scene** | **Description** | **Title** | **Time** | **In** | **Time** | **Out** | **Dur** | **Titles**
 |  |  |  |  |  |  |  |  |  |  |  | been upset or offended
 |  |  |  | I'd like | to apologise |  |  |  |  |  |  | 
 |  |  |  | to anyone | who may have | 1587 | 02:02:52:11 |  | 02:02:54:17 |  | 02:06 | by what you saw
 |  |  |  |  |  |  |  |  |  |  |  | before the break.
 |  |  |  | been | upset or offended |  |  |  |  |  |  | 
 |  |  |  |  |  | 1588 | 02:02:54:19 |  | 02:02:57:18 |  | 02:23 | It's not every day that you
 |  |  |  | by what | you saw |  |  |  |  |  |  | 
 |  |  |  | before | the break. |  |  |  |  |  |  | see a demonic possession
 |  |  |  | It's not | every day that you | 1589 | 02:02:57:20 |  | 02:02:59:01 |  | 01:05 | on live television.
 |  |  |  | see a | demonic possession |  |  |  |  |  |  | 
 |  |  |  | on live | television. |  |  |  |  |  |  | 
980 | 02:03:02:08 |  |  | MS - | JUNE AND LILLY WATCH | 1590 | 02:03:03:01 |  | 02:03:07:15 |  | 04:14 | Lilly, can you assure
 |  |  |  |  |  |  |  |  |  |  |  | everyone that you're okay?
 |  |  |  | Lilly, | can you assure |  |  |  |  |  |  | 
 |  |  |  | everyone | that you're okay? |  |  |  |  |  |  | 
981 | 02:03:05:00 |  |  | MS - | JACK SPEAKS TO LILLY | 1591 | 02:03:07:17 |  | 02:03:10:13 |  | 02:20 | LILY:
 |  |  |  |  |  |  |  |  |  |  |  | Yes, I'm fine, Jack.
 |  |  |  | LILY: |  |  |  |  |  |  |  | 
 |  |  |  | Yes, | I'm fine, Jack. |  |  |  |  |  |  | 
982 | 02:03:09:17 |  |  | MWS | - HAIG SHAKES HIS HEAD. | 1592 | 02:03:10:15 |  | 02:03:13:11 |  | 02:20 | JACK:
 |  |  |  | GUS | WATCHES |  |  |  |  |  |  | And do you have any recollection
 |  |  |  |  |  |  |  |  |  |  |  | of what just happened?
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | And | do you have any recollection of |  |  |  |  |  |  | 
 |  |  |  | what | just happened? |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 118
983 | 02:03:11:18 |  |  | MWS | - LILLY EXPLAINS TO JACK. | 1593 | 02:03:14:17 |  | 02:03:16:00 |  | 01:07 | LILY:
 |  |  |  | THE | CAMERA TRACKS OUT |  |  |  |  |  |  | It's hard to explain.
 |  |  |  | LILY: |  | 1594 | 02:03:16:21 |  | 02:03:19:23 |  | 03:02 | It's like I'm asleep but
 |  |  |  | It's hard | to explain. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | I'm awake at the same time.
 |  |  |  | It's like | I'm asleep but |  |  |  |  |  |  | 
 |  |  |  | I'm awake | at the same time. |  |  |  |  |  |  | 
984 | 02:03:20:17 |  |  | MCU | - LILLY NODS | 1595 | 02:03:21:01 |  | 02:03:23:09 |  | 02:08 | I just try to focus
 |  |  |  |  |  |  |  |  |  |  |  | on June's voice.
 |  |  |  | I just | try to focus |  |  |  |  |  |  | 
 |  |  |  | on June's | voice. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1596 | 02:03:25:09 |  | 02:03:28:05 |  | 02:20 | I'm sorry if Mr. Wriggles
 |  |  |  |  |  |  |  |  |  |  |  | said anything rude.
 |  |  |  | I'm sorry | if Mr. Wriggles |  |  |  |  |  |  | 
 |  |  |  | said | anything rude. |  |  |  |  |  |  | 
985 | 02:03:27:13 |  |  | MWS | - JACK LISTENS TO LILLY. | 1597 | 02:03:28:07 |  | 02:03:29:20 |  | 01:13 | CARMICHAEL:
 |  |  |  | JUNE | WATCHES |  |  |  |  |  |  | All right.
 |  |  |  |  |  |  |  |  |  |  |  | Enough with all this subterfuge.
 |  |  |  | CARMICHAEL: |  |  |  |  |  |  |  | 
 |  |  |  | All right. |  |  |  |  |  |  |  | 
 |  |  |  | Enough | with all this subterfuge. |  |  |  |  |  |  | 
986 | 02:03:29:13 |  |  | MS - | HAIG FROWNS | 1598 | 02:03:29:22 |  | 02:03:31:03 |  | 01:05 | May I, Jack?
 |  |  |  | May | I, Jack? | 1599 | 02:03:31:05 |  | 02:03:32:00 |  | 00:19 | JACK (OS/ON):
 |  |  |  |  |  |  |  |  |  |  |  | Yeah. Oh, please.
 |  |  |  | JACK | (OS/ON): |  |  |  |  |  |  | 
 |  |  |  | Yeah. | Oh, please. |  |  |  |  |  |  | 
987 | 02:03:31:18 |  |  | FS - | JACK SPEAKS TO HAIG. | 1600 | 02:03:32:02 |  | 02:03:34:17 |  | 02:15 | Because, you know, I'm dying
 |  |  |  | JUNE, | LILLY, AND GUS WATCH |  |  |  |  |  |  | to hear you explain away
 |  |  |  | Because, | you know, I'm dying | 1601 | 02:03:34:19 |  | 02:03:36:07 |  | 01:12 | what we all just witnessed here.
 |  |  |  | to hear | you explain away |  |  |  |  |  |  | 
 |  |  |  |  |  | 1602 | 02:03:36:09 |  | 02:03:37:19 |  | 01:10 | Let's hear it.
 |  |  |  | what | we all just witnessed here. |  |  |  |  |  |  | 
 |  |  |  | Let's | hear it. |  |  |  |  |  |  | 
988 | 02:03:36:11 |  |  | MS -HAIG | EXPLAINS | 1603 | 02:03:37:21 |  | 02:03:40:13 |  | 02:16 | CARMICHAEL:
 |  |  |  |  |  |  |  |  |  |  |  | Let me preface this by saying that
 |  |  |  | CARMICHAEL: |  |  |  |  |  |  |  | my chief concern
 |  |  |  | Let me | preface this by saying that my |  |  |  |  |  |  | 
 |  |  |  | chief | concern |  |  |  |  |  |  | 
 |  |  |  |  |  | 1604 | 02:03:40:15 |  | 02:03:42:12 |  | 01:21 | is the welfare, indeed, the
 |  |  |  |  |  |  |  |  |  |  |  | sanity of this young girl.
 |  |  |  | is the | welfare, indeed, the |  |  |  |  |  |  | 
 |  |  |  | sanity | of this young girl. |  |  |  |  |  |  | 
989 | 02:03:42:03 |  |  | MWS | - JUNE INTERRUPTS HAIG | 1605 | 02:03:42:14 |  | 02:03:44:00 |  | 01:10 | JUNE (OS):
 |  |  |  |  |  |  |  |  |  |  |  | How dare you?
 |  |  |  | JUNE | (OS): |  |  |  |  |  |  | 
 |  |  |  | How | dare you? |  |  |  |  |  |  | 
 |  |  |  |  |  | 1606 | 02:03:44:02 |  | 02:03:45:14 |  | 01:12 | CARMICHAEL:
 |  |  |  |  |  |  |  |  |  |  |  | I beg your pardon?
 |  |  |  | CARMICHAEL: |  |  |  |  |  |  |  | 
 |  |  |  | I beg | your pardon? |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 119
990 | 02:03:47:19 |  |  | MCU | - JUNE EXPLAINS | 1607 | 02:03:48:16 |  | 02:03:50:14 |  | 01:22 | JUNE (ON/OS):
 |  |  |  |  |  |  |  |  |  |  |  | Before I became her guardian,
 |  |  |  | JUNE | (ON/OS): |  |  |  |  |  |  | 
 |  |  |  | Before | I became her guardian, | 1608 | 02:03:50:16 |  | 02:03:53:15 |  | 02:23 | Lilly lived in the cruellest
 |  |  |  |  |  |  |  |  |  |  |  | conditions imaginable.
 |  |  |  | Lilly | lived in the cruellest |  |  |  |  |  |  | 
 |  |  |  | conditions | imaginable. |  |  |  |  |  |  | 
991 | 02:03:52:13 |  |  | MS - | HAIG LISTENS |  |  |  |  |  |  | 
992 | 02:03:54:11 |  |  | MS - | JUNE EXPLAINS. LILLY | 1609 | 02:03:54:14 |  | 02:03:55:17 |  | 01:03 | I studied her, yes.
 |  |  |  | NODS |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 1610 | 02:03:55:19 |  | 02:03:58:09 |  | 02:14 | I treated her, but I also gave her
 |  |  |  | I studied | her, yes. |  |  |  |  |  |  | two things
 |  |  |  | I treated | her, but I also gave her two |  |  |  |  |  |  | 
 |  |  |  |  |  | 1611 | 02:03:58:11 |  | 02:04:00:09 |  | 01:22 | I'm sure you're just as sceptical
 |  |  |  | things |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | of:
 |  |  |  | I'm sure | you're just as sceptical of: |  |  |  |  |  |  | 
993 | 02:03:58:21 |  |  | MCU | - JUNE EXPLAINS | 1612 | 02:04:00:11 |  | 02:04:02:23 |  | 02:12 | love and compassion.
 |  |  |  | love | and compassion. |  |  |  |  |  |  | 
994 | 02:04:01:05 |  |  | MCU | - LILLY WATCHES | 1613 | 02:04:03:01 |  | 02:04:04:13 |  | 01:12 | Lilly and I are family.
 |  |  |  | Lilly | and I are family. |  |  |  |  |  |  | 
995 | 02:04:03:21 |  |  | MWS | - JUNE EXPLAINS. THE | 1614 | 02:04:06:12 |  | 02:04:07:23 |  | 01:11 | CARMICHAEL (OS/ON):
 |  |  |  | CAMERA | TRACKS OUT |  |  |  |  |  |  | I can assure you all,
 |  |  |  | CARMICHAEL | (OS/ON): |  |  |  |  |  |  | 
 |  |  |  |  |  | 1615 | 02:04:08:01 |  | 02:04:11:02 |  | 03:01 | there is no demon lurking
 |  |  |  | I can | assure you all, |  |  |  |  |  |  | inside this child.
 |  |  |  | there | is no demon lurking |  |  |  |  |  |  | 
 |  |  |  | inside | this child. |  |  |  |  |  |  | 
996 | 02:04:09:17 |  |  | MS - | HAIG EXPLAINS | 1616 | 02:04:11:04 |  | 02:04:14:02 |  | 02:22 | Clearly, she has been
 |  |  |  |  |  |  |  |  |  |  |  | placed in a hypnotic state,
 |  |  |  | Clearly, | she has been |  |  |  |  |  |  | 
 |  |  |  | placed | in a hypnotic state, |  |  |  |  |  |  | 
997 | 02:04:13:21 |  |  | MS - | JACK WATCHES | 1617 | 02:04:14:04 |  | 02:04:16:20 |  | 02:16 | and manipulated by the good
 |  |  |  |  |  |  |  |  |  |  |  | doctor to perform her bit.
 |  |  |  | and manipulated | by the good |  |  |  |  |  |  | 
 |  |  |  | doctor | to perform her bit. |  |  |  |  |  |  | 
998 | 02:04:16:00 |  |  | MS - | JUNE LOOKS AROUND | 1618 | 02:04:16:22 |  | 02:04:17:16 |  | 00:18 | JACK (OS/ON):
 |  |  |  |  |  |  |  |  |  |  |  | Hypnosis?...
 |  |  |  | JACK | (OS/ON): |  |  |  |  |  |  | 
 |  |  |  | Hypnosis?... |  |  |  |  |  |  |  | 
999 | 02:04:17:14 |  |  | MWS | - JACK INTERRUPTS HAIG | 1619 | 02:04:17:18 |  | 02:04:19:19 |  | 02:01 | Then, then, then,
 |  |  |  |  |  |  |  |  |  |  |  | how do you explain
 |  |  |  | Then, | then, then, |  |  |  |  |  |  | 
 |  |  |  | how | do you explain |  |  |  |  |  |  | 
 |  |  |  |  |  | 1620 | 02:04:19:21 |  | 02:04:22:10 |  | 02:13 | the, the physical
 |  |  |  |  |  |  |  |  |  |  |  | transformations with her skin?
 |  |  |  | the, the | physical |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 120
 |  |  |  | transformations | with her skin? | 1621 | 02:04:22:12 |  | 02:04:23:13 |  | 01:01 | There was the voice change.
 |  |  |  | There | was the voice change. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1622 | 02:04:23:15 |  | 02:04:24:22 |  | 01:07 | There was banging on the walls-
 |  |  |  | There | was banging on the walls- |  |  |  |  |  |  | 
1000 | 02:04:23:21 |  |  | MS - | HAIG WATCHES | 1623 | 02:04:25:00 |  | 02:04:26:20 |  | 01:20 | JUNE:
 |  |  |  |  |  |  |  |  |  |  |  | She levitated,
 |  |  |  | JUNE: |  |  |  |  |  |  |  | for God's sakes!
 |  |  |  | She levitated, |  |  |  |  |  |  |  | 
 |  |  |  | for God's | sakes! |  |  |  |  |  |  | 
1001 | 02:04:25:01 |  |  | MS - | JUNE FUMES | 1624 | 02:04:26:22 |  | 02:04:29:05 |  | 02:07 | CARMICHAEL:
 |  |  |  |  |  |  |  |  |  |  |  | Granted, the stagecraft
 |  |  |  | CARMICHAEL: |  |  |  |  |  |  |  | was impeccable.
 |  |  |  | Granted, | the stagecraft |  |  |  |  |  |  | 
 |  |  |  | was | impeccable. |  |  |  |  |  |  | 
1002 | 02:04:28:08 |  |  | MCU | - HAIG SHRUGS | 1625 | 02:04:29:07 |  | 02:04:30:23 |  | 01:16 | [audience boos]
 |  |  |  | [audience | boos] |  |  |  |  |  |  | 
1003 | 02:04:30:03 |  |  | MWS | - JUNE SCOFFS. LILLY | 1626 | 02:04:31:01 |  | 02:04:32:10 |  | 01:09 | JACK (OS):
 |  |  |  | WATCHES |  |  |  |  |  |  |  | Do you know what I think, Car?
 |  |  |  | JACK | (OS): |  |  |  |  |  |  | 
 |  |  |  | Do you | know what I think, Car? |  |  |  |  |  |  | 
1004 | 02:04:31:18 |  |  | MCU | - HAIG SHRUGS | 1627 | 02:04:32:12 |  | 02:04:33:06 |  | 00:18 | CARMICHAEL:
 |  |  |  |  |  |  |  |  |  |  |  | Pray, tell?
 |  |  |  | CARMICHAEL: |  |  |  |  |  |  |  | 
 |  |  |  | Pray, | tell? | 1628 | 02:04:33:08 |  | 02:04:35:02 |  | 01:18 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | I think that you are
 |  |  |  | JACK: |  |  |  |  |  |  |  | just a self-righteous,
 |  |  |  | I think | that you are |  |  |  |  |  |  | 
 |  |  |  | just a | self-righteous, |  |  |  |  |  |  | 
1005 | 02:04:33:09 |  |  | MCU | - JACK ARGUES WITH HAIG | 1629 | 02:04:35:04 |  | 02:04:37:16 |  | 02:12 | cold-hearted curmudgeon who's
 |  |  |  |  |  |  |  |  |  |  |  | trying to weasel his way
 |  |  |  | cold-hearted | curmudgeon who's |  |  |  |  |  |  | 
 |  |  |  | trying | to weasel his way |  |  |  |  |  |  | 
 |  |  |  |  |  | 1630 | 02:04:37:18 |  | 02:04:39:14 |  | 01:20 | out of parting with
 |  |  |  |  |  |  |  |  |  |  |  | half a million bucks.
 |  |  |  | out of | parting with |  |  |  |  |  |  | 
 |  |  |  | half a | million bucks. |  |  |  |  |  |  | 
1006 | 02:04:39:05 |  |  | MWS | - GUS AND HAIG LOOK AT |  |  |  |  |  |  | 
 |  |  |  | THE | AUDIENCE |  |  |  |  |  |  | 
1007 | 02:04:41:02 |  |  | MS - | JACK WATCHES |  |  |  |  |  |  | 
1008 | 02:04:43:18 |  |  | MWS | - HAIG SPEAKS TO JACK | 1631 | 02:04:44:10 |  | 02:04:45:17 |  | 01:07 | CARMICHAEL:
 |  |  |  |  |  |  |  |  |  |  |  | If you'll allow me, Jack,
 |  |  |  | CARMICHAEL: |  |  |  |  |  |  |  | 
 |  |  |  | If you'll | allow me, Jack, |  |  |  |  |  |  | 
 |  |  |  |  |  | 1632 | 02:04:45:19 |  | 02:04:49:10 |  | 03:15 | I'd like to prove my thesis
 |  |  |  |  |  |  |  |  |  |  |  | beyond a shadow of doubt.
 |  |  |  | I'd like | to prove my thesis |  |  |  |  |  |  | 
 |  |  |  | beyond | a shadow of doubt. |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 121
1009 | 02:04:49:20 |  |  | MCU | - JACK ASKS | 1633 | 02:04:50:12 |  | 02:04:51:09 |  | 00:21 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Be my guest.
 |  |  |  | JACK: |  |  |  |  |  |  |  | 
 |  |  |  | Be my | guest. |  |  |  |  |  |  | 
1010 | 02:04:53:09 |  |  | MWS | - HAIG STANDS | 1634 | 02:04:55:10 |  | 02:04:56:23 |  | 01:13 | CARMICHAEL:
 |  |  |  |  |  |  |  |  |  |  |  | I'll need a volunteer.
 |  |  |  | CARMICHAEL: |  |  |  |  |  |  |  | 
 |  |  |  | I'll need | a volunteer. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1635 | 02:04:58:08 |  | 02:04:59:08 |  | 01:00 | Thank you, Gus.
 |  |  |  | Thank | you, Gus. |  |  |  |  |  |  | 
 |  |  |  |  |  | 1636 | 02:04:59:10 |  | 02:05:01:03 |  | 01:17 | [audience chuckles]
 |  |  |  | [audience | chuckles] |  |  |  |  |  |  | 
1011 | 02:04:59:17 |  |  | MWS | - GUS WATCHES | 1637 | 02:05:01:05 |  | 02:05:02:13 |  | 01:08 | CARMICHAEL:
 |  |  |  |  |  |  |  |  |  |  |  | Yes. If you'll join
 |  |  |  | CARMICHAEL: |  |  |  |  |  |  |  | me centre stage.
 |  |  |  | Yes. | If you'll join |  |  |  |  |  |  | 
 |  |  |  | me centre | stage. |  |  |  |  |  |  | 
1012 | 02:05:01:19 |  |  | MWS | - HAIG GESTURES | 1638 | 02:05:02:15 |  | 02:05:05:19 |  | 03:04 | Could I have those chairs
 |  |  |  |  |  |  |  |  |  |  |  | back here, please?
 |  |  |  | Could | I have those chairs |  |  |  |  |  |  | 
 |  |  |  | back | here, please? |  |  |  |  |  |  | 
1013 | 02:05:03:18 |  |  | MS - | JACK GESTURES | 1639 | 02:05:05:21 |  | 02:05:08:07 |  | 02:10 | JACK (OS/ON):
 |  |  |  |  |  |  |  |  |  |  |  | Do as you're told Gus. Gus!
 |  |  |  | JACK | (OS/ON): |  |  |  |  |  |  | 
 |  |  |  | Do as | you're told Gus. Gus! |  |  |  |  |  |  | 
1014 | 02:05:06:00 |  |  | MS - | GUS STANDS |  |  |  |  |  |  | 
1015 | 02:05:09:14 |  |  | WS - | THE TEAM PLACE CHAIRS |  |  |  |  |  |  | 
 |  |  |  | ON THE | STAGE. HAIG WATCHES |  |  |  |  |  |  | 
1016 | 02:05:11:13 |  |  | MCU | - HAIG WATCHES | 1640 | 02:05:14:16 |  | 02:05:19:12 |  | 04:20 | Car, you've got five
 |  |  |  |  |  |  |  |  |  |  |  | minutes. Make 'em count.
 |  |  |  | Car, | you've got five |  |  |  |  |  |  | 
 |  |  |  | minutes. | Make 'em count. |  |  |  |  |  |  | 
1017 | 02:05:15:16 |  |  | MS - | JACK GESTURES 5 MINUTES | 1641 | 02:05:19:14 |  | 02:05:20:08 |  | 00:18 | CARMICHAEL (OS/ON):
 |  |  |  |  |  |  |  |  |  |  |  | Don't worry, Jack.
 |  |  |  | CARMICHAEL | (OS/ON): |  |  |  |  |  |  | 
 |  |  |  | Don't | worry, Jack. |  |  |  |  |  |  | 
1018 | 02:05:20:02 |  |  | MWS | - HAIG NODS. GUS | 1642 | 02:05:20:10 |  | 02:05:22:13 |  | 02:03 | What I have in store should
 |  |  |  | WATCHES |  |  |  |  |  |  |  | provide a very fitting climax
 |  |  |  | What | I have in store should |  |  |  |  |  |  | 
 |  |  |  |  |  | 1643 | 02:05:22:15 |  | 02:05:24:07 |  | 01:16 | to your show.
 |  |  |  | provide | a very fitting climax |  |  |  |  |  |  | 
 |  |  |  | to your | show. |  |  |  |  |  |  | 
1019 | 02:05:23:08 |  |  | MCU | - HAIG GESTURES | 1644 | 02:05:24:09 |  | 02:05:25:11 |  | 01:02 | GUS:
 |  |  |  |  |  |  |  |  |  |  |  | My wife likes the way
 |  |  |  | GUS: |  |  |  |  |  |  |  | 
 |  |  |  | My wife | likes the way |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 122
1020 | 02:05:25:05 |  |  | MCU | - GUS GESTURES | 1645 | 02:05:25:13 |  | 02:05:27:19 |  | 02:06 | my head sits on my shoulders,
 |  |  |  |  |  |  |  |  |  |  |  | Mr. Haig.
 |  |  |  | my head | sits on my shoulders, |  |  |  |  |  |  | 
 |  |  |  | Mr. Haig. |  | 1646 | 02:05:27:21 |  | 02:05:29:13 |  | 01:16 | I hope you're not planning to--
 |  |  |  | I hope | you're not planning to-- |  |  |  |  |  |  | 
1021 | 02:05:28:22 |  |  | MWS | - HAIG SHAKES HIS HEAD. | 1647 | 02:05:29:15 |  | 02:05:31:00 |  | 01:09 | CARMICHAEL:
 |  |  |  | GUS | WATCHES |  |  |  |  |  |  | Make it spin?
 |  |  |  | CARMICHAEL: |  |  |  |  |  |  |  | 
 |  |  |  |  |  | 1648 | 02:05:31:02 |  | 02:05:33:19 |  | 02:17 | Oh, I plan to make
 |  |  |  | Make | it spin? |  |  |  |  |  |  | everybody's head spin.
 |  |  |  | Oh, I | plan to make |  |  |  |  |  |  | 
 |  |  |  | everybody's | head spin. |  |  |  |  |  |  | 
1022 | 02:05:34:04 |  |  | MS - | GUS SIGHS AND SITS. HAIG |  |  |  |  |  |  | 
 |  |  |  | SITS | ACROSS FROM HIM |  |  |  |  |  |  | 
1023 | 02:05:37:12 |  |  | FS - | HAIG AND GUS SIT | 1649 | 02:05:39:06 |  | 02:05:41:22 |  | 02:16 | Could I just have the
 |  |  |  |  |  |  |  |  |  |  |  | lights dimmed, please?
 |  |  |  | Could | I just have the |  |  |  |  |  |  | 
 |  |  |  | lights | dimmed, please? |  |  |  |  |  |  | 
1024 | 02:05:39:16 |  |  | MCU | - HAIG LOOKS UP |  |  |  |  |  |  | 
1025 | 02:05:41:04 |  |  | MCU | - HAIG LOOKS OVER. THE |  |  |  |  |  |  | 
 |  |  |  | LIGHTS | DIM |  |  |  |  |  |  | 
1026 | 02:05:43:09 |  |  | MCU | - LILLY WATCHES |  |  |  |  |  |  | 
1027 | 02:05:46:04 |  |  | FS - | HAIG SPEAKS TO GUS | 1650 | 02:05:46:10 |  | 02:05:50:13 |  | 04:03 | Bit of atmosphere never
 |  |  |  |  |  |  |  |  |  |  |  | hurt, did it, Dr. June?
 |  |  |  | Bit of | atmosphere never |  |  |  |  |  |  | 
 |  |  |  | hurt, | did it, Dr. June? |  |  |  |  |  |  | 
1028 | 02:05:48:01 |  |  | MS - | HAIG SMILES | 1651 | 02:05:50:15 |  | 02:05:53:01 |  | 02:10 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | You know what we say in TV
 |  |  |  | JACK: |  |  |  |  |  |  |  | land:
 |  |  |  | You | know what we say in TV land: |  |  |  |  |  |  | 
1029 | 02:05:51:13 |  |  | MWS | - JACK SCOFFS | 1652 | 02:05:53:03 |  | 02:05:56:04 |  | 03:01 | where there's smoke there's
 |  |  |  |  |  |  |  |  |  |  |  | probably a smoke machine.
 |  |  |  | where | there's smoke there's |  |  |  |  |  |  | 
 |  |  |  | probably | a smoke machine. | 1653 | 02:05:56:06 |  | 02:05:57:00 |  | 00:18 | [audience laughing]
 |  |  |  | [audience | laughing] |  |  |  |  |  |  | 
1030 | 02:05:57:02 |  |  | FS - | HAIG SPEAKS TO GUS | 1654 | 02:05:57:02 |  | 02:05:58:16 |  | 01:14 | CARMICHAEL:
 |  |  |  |  |  |  |  |  |  |  |  | My compliments to the producer.
 |  |  |  | CARMICHAEL: |  |  |  |  |  |  |  | 
 |  |  |  | My compliments | to the producer. |  |  |  |  |  |  | 
1031 | 02:05:59:15 |  |  | MCU | - HAIG SIGHS | 1655 | 02:06:00:05 |  | 02:06:05:05 |  | 05:00 | Okay, Gus,
 |  |  |  |  |  |  |  |  |  |  |  | are we feeling comfortable?
 |  |  |  | Okay, | Gus, |  |  |  |  |  |  | 
 |  |  |  | are we | feeling comfortable? |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | pg. 123
1032 | 02:06:02:14 |  |  | OTS | MCU - GUS SMILES AND | 1656 | 02:06:08:07 |  | 02:06:09:21 |  | 01:14 | GUS:
 |  |  |  | NODS |  |  |  |  |  |  |  | Sure.
 |  |  |  | GUS: |  | 1657 | 02:06:09:23 |  | 02:06:12:06 |  | 02:07 | CARMICHAEL:
 |  |  |  | Sure. |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  |  |  | I hope everyone here
 |  |  |  |  |  |  |  |  |  |  |  | in the studio,
 |  |  |  | CARMICHAEL: |  |  |  |  |  |  |  | 
 |  |  |  | I hope | everyone here |  |  |  |  |  |  | 
 |  |  |  | in the | studio, |  |  |  |  |  |  | 
1033 | 02:06:11:00 |  |  | FS - | HAIG POINTS AT GUS | 1658 | 02:06:13:03 |  | 02:06:16:11 |  | 03:08 | and you at home, are all
 |  |  |  |  |  |  |  |  |  |  |  | feeling comfortable too.
 |  |  |  | and you | at home, are all |  |  |  |  |  |  | 
 |  |  |  | feeling | comfortable too. |  |  |  |  |  |  | 
1034 | 02:06:13:06 |  |  | MCU | - HAIG EXPLAINS | 1659 | 02:06:16:13 |  | 02:06:21:13 |  | 05:00 | It's important that everyone
 |  |  |  |  |  |  |  |  |  |  |  | is as relaxed as they can be.
 |  |  |  | It's important | that everyone |  |  |  |  |  |  | 
 |  |  |  | is as | relaxed as they can be. |  |  |  |  |  |  | 
1035 | 02:06:23:00 |  |  | OTS | MCU - GUS WATCHES | 1660 | 02:06:24:00 |  | 02:06:29:00 |  | 05:00 | Now, I have something here
 |  |  |  |  |  |  |  |  |  |  |  | that I want you all to look at.
 |  |  |  | Now, | I have something here |  |  |  |  |  |  | 
 |  |  |  | that I | want you all to look at. |  |  |  |  |  |  | 
1036 | 02:06:24:21 |  |  | FS - | HAIG TAKES OUT A POCKET |  |  |  |  |  |  | 
 |  |  |  | WATCH. | GUS WATCHES |  |  |  |  |  |  | 
1037 | 02:06:27:07 |  |  | MCU | - HAIG HOLDS UP A | 1661 | 02:06:32:02 |  | 02:06:34:11 |  | 02:09 | Do you think we might be
 |  |  |  | POCKET | WATCH. THE CAMERA |  |  |  |  |  |  | able to get a close-up?
 |  |  |  | ZOOMS | IN. HAIG GESTURES AND |  |  |  |  |  |  | 
 |  |  |  | THE | CLOCK FACE SHOWS A |  |  |  |  |  |  | 
 |  |  |  | SPIRAL | ILLUSTRATION |  |  |  |  |  |  | 
 |  |  |  | Do you | think we might be |  |  |  |  |  |  | 
 |  |  |  | able | to get a close-up? |  |  |  |  |  |  | 
1038 | 02:06:46:09 |  |  | OTS | MCU - GUS STARES | 1662 | 02:06:49:17 |  | 02:06:54:17 |  | 05:00 | I will now ask you all
 |  |  |  |  |  |  |  |  |  |  |  | to stare into my watch.
 |  |  |  | I will | now ask you all |  |  |  |  |  |  | 
 |  |  |  | to stare | into my watch. |  |  |  |  |  |  | 
1039 | 02:06:49:22 |  |  | CU - | HAIG HOLDS UP THE WATCH | 1663 | 02:06:55:12 |  | 02:06:56:15 |  | 01:03 | Even you, Jack.
 |  |  |  | Even | you, Jack. |  |  |  |  |  |  | 
1040 | 02:06:56:02 |  |  | MWS | - HAIG CLOSES HIS EYES | 1664 | 02:06:57:17 |  | 02:07:00:10 |  | 02:17 | JACK:
 |  |  |  |  |  |  |  |  |  |  |  | Got a good shot on all
 |  |  |  | JACK: |  |  |  |  |  |  |  | the studio monitors here.
 |  |  |  | Got a | good shot on all |  |  |  |  |  |  | 
 |  |  |  | the studio | monitors here. |  |  |  |  |  |  | 
1041 | 02:06:58:10 |  |  | MWS | - JACK, JUNE, AND LILLY |  |  |  |  |  |  | 
 |  |  |  | WATCH |  |  |  |  |  |  |  | 
1042 | 02:07:00:13 |  |  | FS - | HAIG HOLDS UP THE WATCH | 1665 | 02:07:01:11 |  | 02:07:04:14 |  | 03:03 | CARMICHAEL:
 |  |  |  | AND | SPEAKS TO GUS |  |  |  |  |  |  | I hope our viewers at home
 |  |  |  |  |  |  |  |  |  |  |  | are also paying attention.
 |  |  |  |  |  |  |  |  |  |  |  | pg. 124
 |  |  |  | CARMICHAEL: |  | 1666 | 02:07:04:16 |  | 02:07:06:11 |  | 01:19 | Watch carefully.
 |  |  |  | I hope | our viewers at home |  |  |  |  |  |  | 
 |  |  |  | are also | paying attention. |  |  |  |  |  |  | 
 |  |  |  | Watch | carefully. |  |  |  |  |  |  | 
1043 | 02:07:05:03 |  |  | CU - | HAIG HOLDS UP THE WATCH | 1667 | 02:07:08:20 |  | 02:07:14:02 |  | 05:06 | Round and round it goes.
